_id,ArtistName,TrackName,Popularity,Genres,danceability,energy,speechiness,instrumentalness,valence,duration_ms
5dV4Z8fIRE7YiVoREqVxMF,STRFKR,Medicine,12,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",0.7280898876404495,0.7157648969647751,0.0138360428917329,0.0113705583756345,0.9103886631238928,256973
1hk6KMDQwGWsdy08PYotmM,Jaco Pastorius,Opus Pocus,33,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",0.556179775280899,0.6589178763577302,0.0773088896575579,0.5837563451776648,0.6457226216525997,329267
10nyNJ6zNy2YVYLrcwLccB,Radiohead,No Surprises,81,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.2123595505617977,0.3868642777383007,0.0069180214458664,0.0036649746192893,0.1028446389496717,229120
7fQ5piWnEFBc3whfqMjapM,Franco Battiato,Bandiera Bianca - Remastered,47,"['classic italian pop', 'experimental', 'italian adult pop']",0.8078651685393259,0.4437112983453457,0.0166032514700795,3.888324873096447e-05,0.631134729603001,322938
1ZXu0ib26kWfQQngREMcU2,John Coltrane,Giant Steps,55,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",0.3943820224719101,0.4142726626738402,0.0626080940850916,0.0011269035532994,0.5185995623632385,287844
4C7bcIWiF4DXmBIWkb98Kg,Fulminacci,Canguro,45,"['italian indie pop', 'rome indie']",0.8932584269662922,0.6447061212059689,0.0610515392597717,2.0913705583756343e-05,0.8301552568510993,204715
3XwFS1pF1EY0ysSSFDkIrl,TTNG,"If I Sit Still, Maybe I'll Get Out of Here",40,"['alternative emo', 'british math rock', 'dreamo', 'emo', 'math rock', 'midwest emo', 'oxford indie', 'progressive post-hardcore']",0.501123595505618,0.6710993807735256,0.0126253891387063,4.426395939086294e-06,0.2737313743878294,362146
5tVnb1FNyFtMQd9u5GMaYk,Willie Peyote,Sempre lo stesso film,40,"['italian hip hop', 'italian indie pop', 'rap napoletano', 'turin indie']",0.6505617977528091,0.5066490711602882,0.3479764787270841,4.294416243654822e-06,0.1434823382306971,172520
6gk8VcqpxqiSkUPg6wodZ8,Verdena,Pascolare,40,"['bergamo indie', 'italian alternative', 'italian indie pop']",0.5719101123595506,0.7908841741955132,0.0831892078865444,0.4954314720812182,0.5175575700739814,216453
0OLhZTJcKwehJVbx10HB9X,Massimo Volume,Le nostre ore contate,32,"['italian alternative', 'italian indie pop', 'italian progressive rock']",0.3584269662921349,0.4944675667444929,0.0079557246627464,0.1482233502538071,0.2508075440241742,273333
600uAlmfRmnPG7b2whsVTI,Puma Blue,(She's) Just a Phase,60,"['bedroom pop', 'uk contemporary r&b']",0.401123595505618,0.3716373972185565,0.0499827049463853,0.0006538071065989,0.0733562571636969,186727
2BHj31ufdEqVK5CkYDp9mA,Miki Matsubara,Mayonaka no Door / Stay With Me,75,['classic city pop'],0.6651685393258427,0.7462186580042635,0.0333794534763057,8.619289340101522e-06,0.80514744190893,312293
5rU8jSdCxh8Yg9GdrTh6Im,Colombre,Blatte,31,['italian indie pop'],0.6404494382022472,0.5452238351436403,0.0473884469041854,0.0013604060913705,0.4154423257267896,236333
4xoYVQj9EbGEm4WIbsoDQ2,自決 9 6,Not the Sad Yearning Because You Went Away,40,['mallsoft'],0.3932584269662921,0.5289818292559131,0.0164303009339328,0.9766497461928934,0.1299364384703553,246857
5esEbMt6LHtiha7cqsGdO7,MGMT,Flash Delirium,46,"['alternative dance', 'indietronica', 'modern rock', 'rock']",0.5719101123595506,0.8040808039792915,0.0671048080249049,0.0003685279187817,0.3956444722309055,255907
